,Nombre,Barrio,Tipo_terraza
2255,EL OBRADOR DEL PINAR,COSTILLARES         ,Acera
2256,EL SIETE,COSTILLARES         ,Acera
2257,EL PUNTO,FONTARRON           ,Acera
2258,LA ESQUINA DE DANIEL,PACIFICO            ,Acera
2259,EL RINCON DEL GATO,PACIFICO            ,Acera
2260,CERVECERIA OROMAR II,PALOMERAS SURESTE   ,Superficie en parcela privada
2261,PIZZA SPRINT,CASCO H.VALLECAS    ,Acera
2262,NONINA,ARGUELLES           ,Acera
2263,BAR BARDO,MARROQUINA          ,Otros
2264,BAR LOS PINCHOS,SAN ISIDRO          ,Acera
2265,CAFE DOC,ALUCHE              ,Acera
2266,CAFETERIA RESTAURANTE LAVINIA,ALUCHE              ,Acera
2267,BAR EL NOGAL,ALUCHE              ,Acera
2268,BAR BARAMBA,LUCERO              ,Superficie en parcela privada
2269,CAFETERIA ALTO PARAN?,ALUCHE              ,Superficie en parcela privada
2270,CAFE LAS AGUILAS BAR,LAS AGUILAS         ,Acera
2271,CASA DE ARAGON DE MADRID,EL VISO             ,Acera
2272,LIZARRAN,NUEVA ESPA?A        ,Acera
2273,BAR-RESTAURANTE EL PINCHITO,PROSPERIDAD         ,Acera
2274,LA CAZUELA DE SALAMANCA,PROSPERIDAD         ,Acera
2275,BEIRUT,EMBAJADORES         ,Acera
2276,ALL U CAN EAT,SOL                 ,Calle peatonal
2277,CAFE DEL PRINCIPE,CORTES              ,Acera
2278,EL MIAJON DE LOS CASTUOS,EL VISO             ,Acera
2279,FLOREN DE ABASCAL,ALMAGRO             ,Acera
2280,HOKO,GAZTAMBIDE          ,Acera
2281,NEW KNAVE,VALLEHERMOSO        ,Acera
2282,DI BOCCA,VALLEHERMOSO        ,Acera
2283,PALANTE,TRAFALGAR           ,Acera
2284,KALUA,TRAFALGAR           ,Acera
2285,SIN NOTIFICAR,TRAFALGAR           ,Acera
2286,RESTAURANTE,VALVERDE            ,Acera
2287,BAR RESTAURANTE,SAN ANDRES          ,Acera
2288,A DETERMINAR,TRAFALGAR           ,Plaza peatonal
2289,HUETE,RIOS ROSAS          ,Acera
2290,BAR SAINT GERMAIN,RIOS ROSAS          ,Acera
2291,RESTAURANTE GALLO,PALOMERAS BAJAS     ,Calle peatonal
2292,R?TULO NO INFORMADO,EMBAJADORES         ,Acera
2293,CAFETER?A BL?ZQUEZ,FONTARRON           ,Otros
2294,KEBAB LAZIKA,RIOS ROSAS          ,Acera
2295,LA LLAMA,VALLEHERMOSO        ,Acera
2296,LA FORNATA,GAZTAMBIDE          ,Acera
2297,POR DETERMINAR,ALMAGRO             ,Acera
2298,RELEEEC VISTA GUSTO OIDO,ALMAGRO             ,Acera
2299,THE LITTLE BIG CAFE,GAZTAMBIDE          ,Acera
2300,BAR FEMARY,ADELFAS             ,Acera
2301,PINOCHO,NI?O JESUS          ,Acera
2302,AVILA BAKE,PACIFICO            ,Acera
2303,LOS VI?EDOS MADRID,PACIFICO            ,Acera
2304,CAFETERIA BAR  ABRIL,PACIFICO            ,Acera
2305,MALLORCA,RECOLETOS           ,Acera
2306,RESTAURANTE LA MADRE?A,OPA?EL              ,Acera
2307,MCDONALDS/LOC 14 Y 15,LA PAZ              ,Superficie en parcela privada
2308,CAFETERIA RAST,NUEVA ESPA?A        ,Acera
2309,SIN ROTULO,HISPANOAMERICA      ,Acera
2310,CERVECERIA SAN MARCOS,PROSPERIDAD         ,Acera
2311,BAR LA PLACITA,EL VISO             ,Plaza peatonal
2312,CACHIVACHE TABERNA,HISPANOAMERICA      ,Acera
2313,TABERNA COLINA,GOYA                ,Acera
2314,TABERNA,MARROQUINA          ,Acera
2315,HNOS. GUTIERREZ,PUERTA DEL ANGEL    ,Otros
2316,RESTAURANTE AYAN/MUNDO KEBAP,TRAFALGAR           ,Acera
2317,BAR ANCORA,PALOS DE MOGUER     ,Acera
2318,FOSTER S HOLLYWOOD,VALLEHERMOSO        ,Acera
2319,BIENMESABE,ALMAGRO             ,Acera
2320,MAS Q MENOS,CASTELLANA          ,Acera
2321,LLAO LLAO,SOL                 ,Calle peatonal
2322,EL ALMAC?N DEL PAN,CORTES              ,Calle peatonal
2323,PAPIZZA,EMBAJADORES         ,Plaza con bandas permanentes de circulaci? rodada
2324,GRANIER,PACIFICO            ,Acera
2325,EL MAR ROJO,PUEBLO NUEVO        ,Acera
2326,RESTAURANTE KEBAB,PUEBLO NUEVO        ,Calle peatonal
2327,BARCOAVI,SAN JUAN BAUTISTA   ,Acera
2328,A BARCA MUXIA RESTAURANTE,ALMENDRALES         ,Plaza con bandas permanentes de circulaci? rodada
2329,BAR LOS EXTREME?OS,ORCASITAS           ,Acera
2330,BAR LOZANO,PORTAZGO            ,Acera
2331,DEGUSTANDO,SIMANCAS            ,Acera
2332,LA TUERTA,GOYA                ,Acera
2333,BAR CHIQUI,PACIFICO            ,Acera
2334,CON PAN ,NUEVA ESPA?A        ,Acera
2335,DOLCRIS,PROSPERIDAD         ,Acera
2336,LA GITANA,NUEVA ESPA?A        ,Plaza peatonal
2337,CIRCULO DE BELLAS ARTES DE MADRID,CORTES              ,Acera
2338,MERCADO PROVENZAL,JUSTICIA            ,Acera
2339,LA TABERNA DE BARCELO,JUSTICIA            ,Acera
2340,EL CALLEJON DE MADRID,CORTES              ,Calle peatonal
2341,SIN DATOS,CORTES              ,Acera
2342,APARCAMIENTO ESCUELAS DE SAN ANTON,JUSTICIA            ,Superficie en parcela privada
2343,RODILLA,PALACIO             ,Calle peatonal
2344,EL PAPELON,EMBAJADORES         ,Acera
2345,CAFETERIA CASA BLANCA,CORTES              ,Acera
2346,PARRILLA CABALLITO RESTAURANTE,PALACIO             ,Acera
2347,KEBAP MONTECARMELO,EL GOLOSO           ,Acera
2348,CAFETERIA BRASILIA,EL PILAR            ,Acera
2349,ROTULO NO INFORMADO,ACACIAS             ,Acera
2350,LA ESCALERA DEL 15,ALMAGRO             ,Acera
2351,ARANDA,TRAFALGAR           ,Acera
2352,RODILLA,ALMAGRO             ,Acera
2353,PECADITOS,VALLEHERMOSO        ,Acera
2354,K PUNTO,PALOS DE MOGUER     ,Acera
2355,CELMART,ARAVACA             ,Acera
2356,LAS TRES CARABELAS,ARGUELLES           ,Acera
2357,LA TASCA DE VENTURA,ARGUELLES           ,Acera
2358,KIL?METROS DE PIZZA,VALVERDE            ,Acera
2359,CAMINO,EL VISO             ,Otros
2360,MAMA TOCI,PACIFICO            ,Acera
2361,MADRILES BAR,SANTA EUGENIA       ,Otros
2362,BAR CAFETERIA LA CLAQUETA,CASCO H.VALLECAS    ,Acera
2363,D' LA BRASA,PALOS DE MOGUER     ,Acera
2364,CAFETERIA EL 7,VISTA ALEGRE        ,Acera
2365,BAR HIDALGO,OPA?EL              ,Plaza peatonal
2366,BAR PIQUE?AS,BUENAVISTA          ,Acera
2367,BAR CAFETERIA,ABRANTES            ,Acera
2368,"BAR JHON,S SNACKS",ENTREVIAS           ,Acera
2369,BAR BATAN,LUCERO              ,Superficie en parcela privada
2370,BAR EL HORREO,ALUCHE              ,Acera
2371,BAR LA BLANCA PALOMA,PRADOLONGO          ,Acera
2372,SIDRERIA ASGAYA,ALUCHE              ,Acera
2373,CASA MINGO,CASA DE CAMPO       ,Acera
2374,MAX MADRID,CORTES              ,Acera
2375,LIZARRAN,CORTES              ,Acera
2376,LA CUEVA,SOL                 ,Calle peatonal
2377,LEMONGRASS,SOL                 ,Calle peatonal
2378,CAFETERIA ARDE MADRID,SOL                 ,Calle peatonal
2379,CAF?&T?,SOL                 ,Calle peatonal
2380,RESTAURANTE INDOCHINA,JUSTICIA            ,Plaza con bandas permanentes de circulaci? rodada
2381,TERRAZA COLLINS,PALACIO             ,Calle peatonal
2382,BAR TARANTINO,EL PILAR            ,Acera
2383,LA PERLA,DELICIAS            ,Acera
2384,CAFETERIA AGASTIA,SAN JUAN BAUTISTA   ,Acera
2385,BAR-RESTAURANTE,TRAFALGAR           ,Acera
2386,LA PESQUERA DE SANTO?A,RIOS ROSAS          ,Acera
2387,WIOKER,VALLEHERMOSO        ,Acera
2388,SWEETS AND COFFEE,GAZTAMBIDE          ,Acera
2389,EL PATIO DE CHAMBER?,ALMAGRO             ,Plaza peatonal
2390,MARACANA CERVECERIA,TRAFALGAR           ,Plaza peatonal
2391,CERVECER?A DE GUZMAN,GAZTAMBIDE          ,Acera
2392,TRIKKI,TRAFALGAR           ,Acera
2393,RUTA 66,LOS ROSALES         ,Superficie en parcela privada
2394,BAR DESTELLOS,ARAPILES            ,Acera
2395,TABERNA LOS ARCOS,LOS ANGELES         ,Acera
2396,CASA RICARDO,PACIFICO            ,Acera
2397,BAR LAS NUEVE MUSAS,ROSAS               ,Acera
2398,PUERTO DE VIGO,ARGUELLES           ,Acera
2399,CAFETERIA LA ORENSANA,VALDEZARZA          ,Plaza peatonal
2400,MANOLO,SAN CRISTOBAL       ,Acera
2401,CERVECERIA LOS JERONIMOS,LOS JERONIMOS       ,Acera
2402,DONDE NATALIA,CASTILLA            ,Acera
2403,CAFE NEGRESCO,HISPANOAMERICA      ,Acera
2404,LOS TEJARES,PROSPERIDAD         ,Acera
2405,DE MARIA,NUEVA ESPA?A        ,Acera
2406,PIZZA JARDIN,CASTILLA            ,Acera
2407,VERGARA 280,NUEVA ESPA?A        ,Acera
2408,ACIDIA THE SEVEN GASTROBAR,PROSPERIDAD         ,Otros
2409,BAR ANTONIO,ENTREVIAS           ,Acera
2410,CERVECERIA CAFETERIA LIDER,NUMANCIA            ,Acera
2411,MCDONALD?S,NUMANCIA            ,Acera
2412,BAR TAPAS ALHAMBRA,PAVONES             ,Otros
2413,BAR TEO,MOSCARDO            ,Plaza peatonal
2414,100 MONTADITOS,TRAFALGAR           ,Acera
2415,100 MONTADITOS,ARGUELLES           ,Acera
2416,RESTAURANTE ALBORA,RECOLETOS           ,Acera
2417,LA TAURINA,SOL                 ,Acera
2418,GAETA CAFFE,VALVERDE            ,Acera
2419,LA PLAZA RESTAURANTE ARROCER?A,VALVERDE            ,Plaza peatonal
2420,TIM HORTONS,SOL                 ,Calle peatonal
2421,LA REVOLTOSA,JUSTICIA            ,Plaza peatonal
2422,SIN ESPECIFICAR,SOL                 ,Calle peatonal
2423,BAR CONDE,EL PILAR            ,Acera
2424,BAR POLI,ALMENDRALES         ,Acera
2425,RESTAURANTE ANACAPRI...,EMBAJADORES         ,Acera
2426,R?TULO NO INFORMADO,SOL                 ,Calle peatonal
2427,PANS & COMPANY,SOL                 ,Calle peatonal
2428,LA VINOTECA DEL TEMPO,UNIVERSIDAD         ,Calle peatonal
2429,BODEGA LA ANDALUZA,ORCASUR             ,Acera
2430,CAFETERIA EL GALAN,PUEBLO NUEVO        ,Acera
2431,DON PEDRO  CAFETERIA,IBIZA               ,Bulevar
2432,PILOTO II,NI?O JESUS          ,Acera
2433,COMEDOR,IBIZA               ,Bulevar
2434,CERVECERIA SAGREDO,PACIFICO            ,Acera
2435,CAFETERIA ESTRELLA POLAR                          ,ESTRELLA            ,Acera
2436,TATE?S,IBIZA               ,Bulevar
2437,BAR EL TERCIO,NI?O JESUS          ,Acera
2438,LAKASA,RIOS ROSAS          ,Plaza con bandas permanentes de circulaci? rodada
2439,SIN DEFINIR,LAS AGUILAS         ,Superficie en parcela privada
2440,EL GORDO,CASTELLANA          ,Acera
2441,B?CARO,ARGUELLES           ,Acera
2442,MESON RIA?O,ROSAS               ,Otros
2443,VIANDAS,SOL                 ,Acera
2444,POSTAS 15,SOL                 ,Calle peatonal
2445,MIMI S CREPERIA,SOL                 ,Calle peatonal
2446,BURGER KING,EMBAJADORES         ,Acera
2447,ICHIWAKA,VALVERDE            ,Acera
2448,PENALTI LOUNGE BAR ,GAZTAMBIDE          ,Acera
2449,R?TULO NO INFORMADO,ALMAGRO             ,Acera
2450,BAR SANTI,LAS AGUILAS         ,Acera
2451,BAR CERVECERIAEXTREME?OS 2,ALUCHE              ,Acera
2452,FASS CENTRO ALEM?N DE ALIMENTACI?N,EL GOLOSO           ,Acera
2453,BAR LOS GALINDOS,PALOMERAS SURESTE   ,Plaza peatonal
2454,STARBUCKS COFFEE,UNIVERSIDAD         ,Acera
2455,DON JOS? III,VINATEROS           ,Plaza peatonal
2456,COME Y CALLA,NI?O JESUS          ,Acera
2457,ASTRAL,PUERTA BONITA       ,Acera
2458,BAR EL PAISA,LA PAZ              ,Acera
2459,BAR-RESTAURANTE,VALVERDE            ,Acera
2460,EL ARROZAL,PALACIO             ,Acera
2461,MARISQUERIA 79,ARAPILES            ,Acera
2462,RESTAURANTE EL VALLE,ARAPILES            ,Acera
2463,LA MANON,EL VISO             ,Acera
2464,VIPS,CASTILLA            ,Acera
2465,SR,CASTILLA            ,Acera
2466,CERVECERIA PITTU,RECOLETOS           ,Acera
2467,SHUZOS BAR,RECOLETOS           ,Acera
2468,DSTILLS URBAN DISTILLERY,CASTELLANA          ,Acera
2469,CERVECERIA LOS GALANES,VENTAS              ,Acera
2470,BODY & SOUL,LAS AGUILAS         ,Acera
2471,BAR LAS TINAJAS,PALOMERAS SURESTE   ,Acera
2472,BAR LA PIEDRA,MARROQUINA          ,Acera
2473,BAR GALLO PELON,COMILLAS            ,Acera
2474,CAFE PIERO,LOS JERONIMOS       ,Acera
2475,CAFE ATALAYA RESTAURANTE,VENTAS              ,Acera
2476,MARIN,BERRUGUETE          ,Acera
2477,CERVECERIA VI?AS,OPA?EL              ,Acera
2478,BARRA DE PINTXOS,MIRASIERRA          ,Otros
2479,CERVECERIA FASS,EL VISO             ,Acera
2480,SI QUIERO,TRAFALGAR           ,Acera
2481,TABERNA - BAR MAMA MIA,TRAFALGAR           ,Acera
2482,NAGOYA                                            ,TRAFALGAR           ,Acera
2483,CERVECERIA MEDINA,SANTA EUGENIA       ,Otros
2484,CAFETER?A BAR,VALVERDE            ,Acera
2485,LA TABERNA DE ALEX,ABRANTES            ,Acera
2486,MESON LA DEHESA,LAS AGUILAS         ,Otros
2487,CASA VENINI,ARGUELLES           ,Acera
2488,CAFE JUBELY,SAN ANDRES          ,Plaza peatonal
2489,BAR LA COMPETENCIA II,LOS CARMENES        ,Acera
2490,BAR LA COMPETENCIA,LOS CARMENES        ,Acera
2491,RODILLA,PUERTA DEL ANGEL    ,Acera
2492,BAR RESTAURANTE LA JACA,LUCERO              ,Acera
2493,GRANJA ALTAMIRA,PUERTA DEL ANGEL    ,Plaza peatonal
2494,RESTAURANTE CHINO ORIENTAL RADIANTE,LAS AGUILAS         ,Acera
2495,RESTAURANTE MENDEZ,IBIZA               ,Bulevar
2496,VALLE DE BABIA,PACIFICO            ,Acera
2497,FLORIDA RETIRO,LOS JERONIMOS       ,Otros
2498,BAR CHARLY,BUENAVISTA          ,Acera
2499,TABERNA DE LA DANIELA,EL VISO             ,Acera
2500,EL ESCAMPLERO,PROSPERIDAD         ,Acera
2501,TABERNA DEL CARDENAL,PROSPERIDAD         ,Acera
2502,TIMHORTONS,SOL                 ,Plaza con bandas permanentes de circulaci? rodada
2503,PEDEGR?,VALDEMARIN          ,Acera
2504,AKELA 3 HAMBURGUESERIA,VENTAS              ,Acera
2505,BAR LOS CHANGOS,SAN DIEGO           ,Acera
2506,BAR CURRO,CIUDAD JARDIN       ,Acera
2507,FOSTER S HOLLYWOOD,CIUDAD JARDIN       ,Plaza peatonal
2508,BARILOCHE,HISPANOAMERICA      ,Acera
2509,LAS MENINAS BAR RESTAURANTE,NUEVA ESPA?A        ,Otros
2510,BAR- RESTAURANTE,HISPANOAMERICA      ,Superficie en parcela privada
2511,SKINNY JIM PUB,LA PAZ              ,Otros
2512,BAR ADC,UNIVERSIDAD         ,Acera
2513,EVERYDAY,JUSTICIA            ,Calle peatonal
2514,RESTAURANTE EL COSACO,PALACIO             ,Plaza peatonal
2515,EL 26 DE LIBERTAD,JUSTICIA            ,Acera
2516,TRES CRUCES TRES,SOL                 ,Plaza peatonal
2517,+SKULL ST.+,JUSTICIA            ,Plaza peatonal
2518,EL BONNANO,PALACIO             ,Acera
2519,LA CHAMANA,SOL                 ,Calle peatonal
2520,COVAPA,PALACIO             ,Plaza con bandas permanentes de circulaci? rodada
2521,EL ESKINAZO,EMBAJADORES         ,Acera
2522,LA SAGA,JUSTICIA            ,Acera
2523,NUEVOS HOSTELEROS 2016 C.B.,PALACIO             ,Plaza peatonal
2524,THE LOBBY MARKET,JUSTICIA            ,Acera
2525,RADISON BLU HOTEL MADRID PRADO,CORTES              ,Plaza con bandas permanentes de circulaci? rodada
2526,EL ANCIANO REY DE LOS VINOS,PALACIO             ,Plaza con bandas permanentes de circulaci? rodada
2527,CERVECERIA CRUZ,EMBAJADORES         ,Plaza con bandas permanentes de circulaci? rodada
2528,KFC,EMBAJADORES         ,Acera
2529,BAR VIVA MADRID,CORTES              ,Calle peatonal
2530,CARBONES 13                                       ,CORTES              ,Calle peatonal
2531,CAFETERIA EL AGUILA,UNIVERSIDAD         ,Acera
2532,LA TINTORERIA,SOL                 ,Acera
2533,CAFETERIA TIM HORTONS,JUSTICIA            ,Acera
2534,CERVECERIA LA DIVINA,UNIVERSIDAD         ,Acera
2535,RESTAURANTE DELHI,UNIVERSIDAD         ,Acera
2536,B Y SONYS PATIO,UNIVERSIDAD         ,Acera
2537,TABERNA ANGOSTA,PALACIO             ,Acera
2538,TABERNA DE LOS AUSTRIAS,PALACIO             ,Calle peatonal
2539,TABERNA LA PESETA,PALACIO             ,Acera
2540,CUANDO SALI DE CUBA,SOL                 ,Calle peatonal
2541,LA BOTILLERIA DEL CAFE DE ORIENTE,PALACIO             ,Calle peatonal
2542,LA PARRILLA DE GALICIA,EMBAJADORES         ,Plaza peatonal
2543,LA TAQUER?A DEL ALAMILLO,PALACIO             ,Plaza peatonal
2544,HOTEL II CASTILLAS,SOL                 ,Acera
2545,TOLA IMPORT SL,EMBAJADORES         ,Acera
2546,GUSTOS MADRID,SOL                 ,Plaza peatonal
2547,PREITY RAJ,EMBAJADORES         ,Acera
2548,BAR LA MIRINDA,UNIVERSIDAD         ,Plaza peatonal
2549,LA GASTROTECA DE SANTIAGO,PALACIO             ,Plaza con bandas permanentes de circulaci? rodada
2550,TASTE GALLERY,PALACIO             ,Plaza peatonal
2551,EL BUHO,PALACIO             ,Plaza peatonal
2552,BAR CERVECERIA RIO SOL,PALACIO             ,Acera
2553,ONLY ONE,PALACIO             ,Calle peatonal
2554,JUAN RARO,EMBAJADORES         ,Acera
2555,BOMBAY PALACE INDIAN RESTAURANT,EMBAJADORES         ,Acera
2556,"ALBORAN DEGUSTACION, S.L.",SOL                 ,Calle peatonal
2557,STARBUCKS COFFEE,SOL                 ,Calle peatonal
2558,ROLL MADRID,UNIVERSIDAD         ,Plaza peatonal
2559,RESTAURANTE LA MUZZARELA LOCA,UNIVERSIDAD         ,Plaza peatonal
2560,MISTURA HANDCRAFTED ICE CREAM,SOL                 ,Acera
2561,BAYRES BEEF,SOL                 ,Acera
2562,EL MANANTIAL,SOL                 ,Calle peatonal
2563,VIVA CHAPATA,EMBAJADORES         ,Acera
2564,EL ESTRAGON RESTAURANTE,PALACIO             ,Plaza peatonal
2565,NH PALACIO DE TEPA,CORTES              ,Plaza con bandas permanentes de circulaci? rodada
2566,ABONAVIDA,SOL                 ,Calle peatonal
2567,TABERNA DEL VOLAPIE JEREZ 1872,VALLEHERMOSO        ,Acera
2568,DSTILL BAR,VALLEHERMOSO        ,Acera
2569,PARKING HOTEL EXE,GAZTAMBIDE          ,Acera
2570,CAF? RACER,RIOS ROSAS          ,Acera
2571,CA?A Y COME,RIOS ROSAS          ,Acera
2572,LA ESQUINA DEL 98,VALLEHERMOSO        ,Acera
2573,LA QUINTA,VALLEHERMOSO        ,Acera
2574,DE CINE,TRAFALGAR           ,Acera
2575,LA BUGANVILLA                                     ,ALMAGRO             ,Acera
2576,PAULO,GAZTAMBIDE          ,Acera
2577,LA PILLA DE ALMAGRO,ALMAGRO             ,Acera
2578,GILTOR,TRAFALGAR           ,Acera
2579,EL NARIZOTAS,GAZTAMBIDE          ,Acera
2580,LA VI?A CLASICA,ARAPILES            ,Acera
2581,CERVECERIA RESTAURANTE SIERRA,ARAPILES            ,Acera
2582,GOIKO GRILL,TRAFALGAR           ,Acera
2583,TABERNA DE PAULA,ARAPILES            ,Acera
2584,TABERNA DEL VOLAPIE,ARAPILES            ,Acera
2585,CERVECERIA SAN JULIAN,ARAPILES            ,Acera
2586,MILADAMA,GAZTAMBIDE          ,Acera
2587,DO?A PULGUITA,ARAPILES            ,Acera
2588,MARISQUERIA NORTE SUR,VALLEHERMOSO        ,Acera
2589,EL NUEVO 78,RIOS ROSAS          ,Acera
2590,BAR MARTIN,ALMAGRO             ,Acera
2591,LA FABRICA ,ALMAGRO             ,Acera
2592,CASA ADOLFO,ARAPILES            ,Acera
2593,RESTAURANTE HUERTO Y BRASA,TRAFALGAR           ,Acera
2594,SAGARETXE,TRAFALGAR           ,Acera
2595,MESON QUINTO ELEMENTO,VALLEHERMOSO        ,Acera
2596,CERVECERIA CARRIL,TRAFALGAR           ,Plaza peatonal
2597,RODILLA,VALLEHERMOSO        ,Acera
2598,PIZZERIA AL DENTE,GAZTAMBIDE          ,Acera
2599,STEAK BURGUER,TRAFALGAR           ,Acera
2600,GINOS,TRAFALGAR           ,Acera
2601,EL SECRETO,RIOS ROSAS          ,Acera
2602,TABERNA CHAMBERI,VALLEHERMOSO        ,Acera
2603,SHASHA BOOM,RIOS ROSAS          ,Acera
2604,BALMORI SIDRERIA,RIOS ROSAS          ,Acera
2605,CASA PUEBLA,TRAFALGAR           ,Plaza peatonal
2606,BURNOUT,TRAFALGAR           ,Acera
2607,LA GABINOTECA,RIOS ROSAS          ,Plaza peatonal
2608,BAR ASTURIAS,TRAFALGAR           ,Acera
2609,JOTA,TRAFALGAR           ,Calle peatonal
2610,DELINA'S,ALMAGRO             ,Acera
2611,TANDORI HOUSE,TRAFALGAR           ,Acera
2612,KUN FU,GAZTAMBIDE          ,Acera
2613,LA OLIVA,TRAFALGAR           ,Plaza peatonal
2614,LIZARRAN,GAZTAMBIDE          ,Acera
2615,VIPS,ALMAGRO             ,Acera
2616,LA CABRA,TRAFALGAR           ,Acera
2617,LA ALACENA DE MADRID,ALMAGRO             ,Acera
2618,LUA,ALMAGRO             ,Acera
2619,RESTAURANTE MARUZZELLA                            ,RIOS ROSAS          ,Acera
2620,NON SOLO CAFFE,RIOS ROSAS          ,Acera
2621,WAGAMAMA,ALMAGRO             ,Acera
2622,100 MONTADITOS,TRAFALGAR           ,Acera
2623,GINOS,VALLEHERMOSO        ,Acera
2624,TORRES COMUNICACIONES,ARAPILES            ,Acera
2625,LA BLANCA DOBLE,TRAFALGAR           ,Acera
2626,LA ENTRE PLANTA,RIOS ROSAS          ,Plaza peatonal
2627,CHARLOTTE CAFE                                    ,RIOS ROSAS          ,Acera
2628,BICHOBOLA,RIOS ROSAS          ,Acera
2629,CAFE Y TE,ALMAGRO             ,Acera
2630,NI SUBO NI BAJO,ALMAGRO             ,Acera
2631,IL BOSCO,RIOS ROSAS          ,Acera
2632,EL MENTIDERO DE LA VILLA,ALMAGRO             ,Acera
2633,TRAMA,VALLEHERMOSO        ,Acera
2634,RESTAURANTE EL BARCO,TRAFALGAR           ,Acera
2635,XENTE NOVA,GAZTAMBIDE          ,Plaza peatonal
2636,BAR RIO DEL NARCEA,TRAFALGAR           ,Acera
2637,CHERRY PECAS,VALLEHERMOSO        ,Acera
2638,TIERRA BURRITOS,GAZTAMBIDE          ,Acera
2639,S 10,GAZTAMBIDE          ,Acera
2640,PINTAN TAPAS,ARAPILES            ,Acera
2641,CHARLOTTE ,TRAFALGAR           ,Acera
2642,PARADIS,ARAPILES            ,Acera
2643,RODILLA,TRAFALGAR           ,Acera
2644,KONTIKI,RIOS ROSAS          ,Plaza peatonal
2645,BERGANTI?OS,GAZTAMBIDE          ,Acera
2646,SEGOVIA,GAZTAMBIDE          ,Acera
2647,EL LEONES                                         ,GAZTAMBIDE          ,Acera
2648,PASTA PESTO,GAZTAMBIDE          ,Acera
2649,SODA BAR,GAZTAMBIDE          ,Acera
2650,IMPERIAL,GAZTAMBIDE          ,Acera
2651,SUBWAY ,GAZTAMBIDE          ,Acera
2652,NOI 21,GAZTAMBIDE          ,Acera
2653,LAMBAR,GAZTAMBIDE          ,Acera
2654,BERTIZ,GAZTAMBIDE          ,Acera
2655,CAFETERIA HD,GAZTAMBIDE          ,Acera
2656,LA TORTUGA PEQUES,GAZTAMBIDE          ,Acera
2657,CAFETERIA JOYAL / EXT. L-10,GAZTAMBIDE          ,Acera
2658,PANARIA,ARAPILES            ,Acera
2659,BAR RIBEIRO,ARAPILES            ,Acera
2660,TOSTY,ARAPILES            ,Acera
2661,LA SIDRER?A DEL NORTE,ARAPILES            ,Acera
2662,NEVADA,ARAPILES            ,Acera
2663,CERVECERIA ORTIZ,ARAPILES            ,Acera
2664,LA NUEVA ESQUINA DE ARAPILES,ARAPILES            ,Acera
2665,DIXIE,ARAPILES            ,Plaza con bandas permanentes de circulaci? rodada
2666,SAN BERNARDO 115,ARAPILES            ,Acera
2667,CAFETERIA ALIGUSTRE,RIOS ROSAS          ,Acera
2668,BAR CAFETERIA CERVECERIA ROAN,VALLEHERMOSO        ,Acera
2669,ALMA CHELI,TRAFALGAR           ,Acera
2670,ALMAGRO,ALMAGRO             ,Acera
2671,BAR CAFETERIA  EL YATE,ALMAGRO             ,Acera
2672,CAFETERIA GADES,TRAFALGAR           ,Acera
2673,ARCO IRIS,TRAFALGAR           ,Acera
2674,IBERIA,TRAFALGAR           ,Acera
2675,BACHE,ARAPILES            ,Acera
2676,CATEDRAL DE ZAMORA,ALMAGRO             ,Acera
2677,NUESTRO MAR,TRAFALGAR           ,Acera
2678,BAR - RESTAURANTE,ARAPILES            ,Acera
2679,LA OLIVA,VALLEHERMOSO        ,Acera
2680,RESTAURANTE CANTALEJO,ALMAGRO             ,Acera
2681,RESTAURANTE RIOS ROSAS,RIOS ROSAS          ,Acera
2682,100 MONTADITOS,ALMAGRO             ,Acera
2683,LA CAFETERIA,VALLEHERMOSO        ,Acera
2684,VOLAPIE,RIOS ROSAS          ,Acera
2685,MESON FERNANDO,TRAFALGAR           ,Acera
2686,LIZARRAN,ARAPILES            ,Acera
2687,CERVECERIA DE GAZTAMBIDE,GAZTAMBIDE          ,Acera
2688,CANOA C.B.,VALLEHERMOSO        ,Acera
2689,TABERNA ACUERDO 2,TRAFALGAR           ,Acera
2690,EL SEISCIENTOS,ARAPILES            ,Acera
2691,CAFE DE ITALIA,ARAPILES            ,Acera
2692,BAR,VALLEHERMOSO        ,Acera
2693,VILLACASTIN,VALLEHERMOSO        ,Acera
2694,CASA V?CTOR,ARAPILES            ,Acera
2695,CAFETERIA EL IMPERIO,ARAPILES            ,Acera
2696,LA MEKA DE LA BAGUETTE,RIOS ROSAS          ,Acera
2697,EL RINC?N DE SANABRIA,RIOS ROSAS          ,Acera
2698,CAFE PUB EL DOCTOR,GAZTAMBIDE          ,Acera
2699,VIPS CON GINOS,VALLEHERMOSO        ,Acera
2700,CAFETERIA MIJAS,VALLEHERMOSO        ,Acera
2701,LA TAPA,ARAPILES            ,Acera
2702,BIENMESABE,TRAFALGAR           ,Acera
2703,CAFETERIA BERMEJO,ARAPILES            ,Acera
2704,KIBO,ARAPILES            ,Acera
2705,SALA DE BINGO-ARAPILES,ARAPILES            ,Otros
2706,BAR RAMIMAR,ARAPILES            ,Acera
2707,LIZARRAN,TRAFALGAR           ,Acera
2708,MAMA FRAMBOISE,ALMAGRO             ,Acera
2709,SUSHIOLE,ARAPILES            ,Acera
2710,LA FLOR,ARAPILES            ,Acera
2711,AMPUDIA,VALLEHERMOSO        ,Acera
2712,RODILLA,VALLEHERMOSO        ,Acera
